"country","gender","age","relationship_status","freedom_of_choice","satisfaction"
"Japan","female",42,"married",8,8
"Japan","female",44,"married",6,7
"Japan","female",83,"married",6,7
"Japan","female",65,"married",8,9
"Japan","female",74,"widowed",8,10
"Japan","female",67,"married",5,6
"Japan","female",35,"married",5,4
"Japan","female",47,"living together as married",3,3
"Japan","male",71,"living together as married",6,6
"Japan","female",73,"married",5,2
"Japan","male",43,"married",7,8
"Japan","female",68,"married",5,6
"Japan","male",48,"married",6,4
"Japan","male",37,"married",4,4
"Japan","female",77,"married",6,5
"Japan","male",36,"married",7,8
"Japan","female",65,"married",7,8
"Japan","male",35,"married",7,8
"Japan","male",68,"married",2,8
"Japan","male",65,"married",5,6
"Japan","female",67,"married",8,9
"Japan","male",76,"divorced",7,7
"Japan","female",44,"divorced",3,5
"Japan","female",29,"married",8,9
"Japan","female",26,"married",6,7
"Japan","female",67,"married",5,9
"Japan","female",51,"separated",6,7
"Japan","female",38,"married",5,5
"Japan","male",28,"married",5,4
"Japan","male",49,"married",7,8
"Japan","male",42,"married",3,5
"Japan","female",36,"married",6,6
"Japan","female",37,"married",8,8
"Japan","female",34,"married",6,8
"Japan","male",21,"single",8,7
"Japan","female",52,"married",6,6
"Japan","female",36,"married",9,8
"Japan","male",81,"married",3,6
"Japan","male",63,"widowed",5,3
"Japan","male",21,"single",4,4
"Japan","male",75,"married",8,5
"Japan","female",29,"married",8,9
"Japan","female",35,"married",5,7
"Japan","male",83,"married",3,7
"Japan","male",26,"single",6,3
"Japan","female",55,"married",8,8
"Japan","female",54,"divorced",2,2
"Japan","female",80,"widowed",4,7
"Japan","female",24,"single",6,10
"Japan","male",47,"married",7,8
"Japan","male",81,"married",7,8
"Japan","female",45,"married",7,8
"Japan","female",80,"married",3,2
"Japan","female",30,"married",6,3
"Japan","male",52,"married",8,7
"Japan","male",20,"single",5,7
"Japan","female",38,"married",7,9
"Japan","male",64,"married",7,8
"Japan","female",83,"widowed",5,7
"Japan","female",67,"married",8,8
"Japan","male",26,"married",8,9
"Japan","male",55,"married",7,6
"Japan","male",82,"married",5,7
"Japan","male",72,"married",5,5
"Japan","male",68,"married",3,6
"Japan","female",28,"single",7,9
"Japan","male",52,"single",3,5
"Japan","male",46,"married",6,3
"Japan","male",72,"married",7,10
"Japan","female",44,"separated",2,7
"Japan","male",41,"married",5,5
"Japan","female",68,"married",5,5
"Japan","female",57,"married",7,8
"Japan","male",78,"married",7,8
"Japan","male",82,"married",6,7
"Japan","female",29,"married",6,7
"Japan","female",56,"divorced",8,7
"Japan","female",38,"married",5,5
"Japan","female",43,"divorced",3,3
"Japan","male",22,"single",6,7
"Japan","male",81,"separated",4,4
"Japan","male",82,"married",6,4
"Japan","female",63,"married",6,9
"Japan","female",33,"married",7,8
"Japan","female",72,"married",8,8
"Japan","male",45,"single",4,5
"Japan","male",27,"single",7,7
"Japan","female",35,"married",5,8
"Japan","female",59,"married",7,7
"Japan","male",64,"married",2,6
"Japan","male",36,"married",5,8
"Japan","male",26,"single",7,6
"Japan","female",26,"married",7,7
"Japan","male",56,"married",3,4
"Japan","female",66,"married",3,3
"Japan","female",61,"married",5,7
"Japan","male",72,"married",7,7
"Japan","female",19,"single",7,9
"Japan","female",48,"married",6,8
"Japan","female",74,"widowed",8,8
"Japan","male",51,"married",8,8
"Japan","male",81,"married",6,7
"Japan","male",78,"married",6,7
"Japan","female",69,"married",8,8
"Japan","female",80,"widowed",5,5
"Japan","female",73,"widowed",5,7
"Japan","female",74,"married",3,5
"Japan","female",61,"married",8,9
"Japan","female",34,"married",5,4
"Japan","male",69,"single",8,8
"Japan","male",74,"married",7,7
"Japan","male",48,"living together as married",7,7
"Japan","female",87,"widowed",5,9
"Japan","male",58,"married",4,3
"Japan","female",61,"married",5,7
"Japan","male",46,"married",7,6
"Japan","male",91,"widowed",5,5
"Japan","male",58,"married",3,4
"Japan","male",64,"married",7,8
"Japan","male",67,"married",7,7
"Japan","male",43,"married",5,10
"Japan","female",40,"married",4,7
"Japan","male",33,"married",7,7
"Japan","female",82,"widowed",7,4
"Japan","male",45,"married",8,8
"Japan","female",48,"married",8,8
"Japan","male",58,"married",2,2
"Japan","female",45,"married",7,8
"Japan","female",32,"married",8,8
"Japan","female",80,"living together as married",10,10
"Japan","male",63,"married",1,6
"Japan","female",65,"married",7,7
"Japan","female",65,"married",6,8
"Japan","female",35,"married",8,9
"Japan","female",42,"married",8,8
"Japan","male",54,"married",8,10
"Japan","female",33,"married",7,7
"Japan","female",82,"married",5,9
"Japan","male",44,"married",6,8
"Japan","male",36,"married",5,5
"Japan","female",67,"married",8,3
"Japan","female",43,"married",5,9
"Japan","male",41,"married",7,7
"Japan","female",55,"married",4,8
"Japan","male",39,"married",9,8
"Japan","male",20,"single",2,4
"Japan","female",52,"married",8,10
"Japan","female",82,"widowed",3,7
"Japan","female",58,"married",3,7
"Japan","female",69,"married",8,8
"Japan","female",40,"married",5,7
"Japan","female",70,"married",3,5
"Japan","male",54,"married",8,10
"Japan","male",81,"married",8,9
"Japan","female",83,"married",8,8
"Japan","male",38,"married",10,3
"Japan","female",40,"married",6,8
"Japan","female",55,"married",5,5
"Japan","female",81,"married",4,5
"Japan","male",33,"single",6,6
"Japan","male",48,"married",5,7
"Japan","female",83,"married",5,5
"Japan","female",83,"married",6,7
"Japan","female",45,"single",7,8
"Japan","male",78,"married",8,8
"Japan","male",69,"married",5,8
"Japan","female",47,"married",5,6
"Japan","male",33,"married",7,10
"Japan","female",74,"married",5,7
"Japan","male",67,"married",3,3
"Japan","female",49,"married",3,6
"Japan","male",71,"married",7,7
"Japan","male",58,"married",3,8
"Japan","female",82,"widowed",3,7
"Japan","male",31,"married",5,7
"Japan","female",44,"married",6,5
"Japan","female",37,"married",4,4
"Japan","female",29,"married",7,9
"Japan","male",58,"married",3,2
"Japan","female",53,"married",7,7
"Japan","female",63,"married",6,7
"Japan","male",80,"married",5,6
"Japan","female",81,"married",6,6
"Japan","female",81,"married",6,8
"Japan","female",75,"widowed",6,6
"Japan","male",39,"married",1,1
"Japan","female",38,"married",10,8
"Japan","female",55,"married",3,2
"Japan","female",56,"married",7,7
"Japan","male",61,"married",7,8
"Japan","male",82,"married",7,8
"Japan","female",64,"married",8,10
"Japan","female",42,"married",8,8
"Japan","female",91,"widowed",5,8
"Japan","female",80,"married",8,10
"Japan","male",78,"married",6,7
"Japan","male",22,"single",6,6
"Japan","male",75,"married",6,7
"Japan","female",64,"married",5,3
"Japan","male",67,"married",8,8
"Japan","female",83,"widowed",6,10
"Japan","female",84,"widowed",5,10
"Japan","female",79,"widowed",6,8
"Japan","female",39,"married",8,9
"Japan","female",44,"married",4,4
"Japan","female",55,"divorced",9,7
"Japan","female",81,"married",4,8
"Japan","female",48,"married",4,4
"Japan","male",50,"married",8,7
"Japan","female",55,"married",5,10
"Japan","male",56,"married",8,7
"Japan","male",69,"married",5,7
"Japan","female",77,"married",5,5
"Japan","male",72,"married",5,7
"Japan","male",70,"married",5,8
"Japan","female",50,"married",3,3
"Japan","female",76,"divorced",3,4
"Japan","female",35,"married",7,8
"Japan","female",72,"married",7,7
"Japan","male",58,"married",8,8
"Japan","female",49,"married",7,7
"Japan","female",37,"single",7,6
"Japan","female",41,"married",5,5
"Japan","male",68,"married",4,6
"Japan","female",86,"married",5,10
"Japan","female",49,"married",6,8
"Japan","male",71,"divorced",3,5
"Japan","female",39,"married",7,8
"Japan","female",73,"married",7,10
"Japan","male",76,"married",8,7
"Japan","male",52,"married",7,10
"Japan","male",61,"married",6,8
"Japan","male",65,"married",5,8
"Japan","female",25,"single",10,9
"Japan","male",21,"single",6,6
"Japan","female",58,"married",5,8
"Japan","female",72,"single",7,8
"Japan","female",75,"married",7,8
"Japan","female",63,"married",7,8
"Japan","female",27,"married",8,6
"Japan","male",28,"single",8,9
"Japan","male",22,"single",6,7
"Japan","female",44,"married",6,8
"Japan","female",67,"single",7,8
"Japan","female",72,"widowed",9,9
"Japan","female",64,"married",5,10
"Japan","female",28,"married",8,9
"Japan","female",54,"married",7,7
"Japan","female",46,"married",3,5
"Japan","female",41,"married",3,3
"Japan","male",32,"married",8,9
"Japan","male",73,"married",6,6
"Japan","female",64,"married",7,8
"Japan","female",92,"widowed",7,7
"Japan","male",30,"married",5,3
"Japan","male",40,"married",8,10
"Japan","female",82,"married",4,6
"Japan","female",20,"single",10,3
"Japan","male",25,"single",1,5
"Japan","female",69,"married",7,8
"Japan","male",54,"married",8,8
"Japan","male",81,"married",5,8
"Japan","male",21,"single",6,8
"Japan","female",48,"single",6,6
"Japan","female",71,"widowed",6,8
"Japan","female",45,"married",9,9
"Japan","female",79,"widowed",8,8
"Japan","female",62,"married",7,7
"Japan","female",37,"married",7,8
"Japan","male",55,"married",5,4
"Japan","female",67,"married",3,5
"Japan","male",33,"single",8,8
"Japan","male",28,"single",3,3
"Japan","female",38,"married",5,9
"Japan","female",71,"married",5,6
"Japan","female",18,"single",2,8
"Japan","female",57,"married",6,6
"Japan","male",69,"widowed",5,8
"Japan","female",82,"widowed",7,7
"Japan","male",69,"married",3,3
"Japan","female",37,"married",6,7
"Japan","male",63,"married",7,6
"Japan","female",61,"married",6,7
"Japan","female",50,"married",7,8
"Japan","female",70,"widowed",5,8
"Japan","female",70,"married",5,6
"Japan","female",53,"married",8,9
"Japan","female",73,"widowed",2,9
"Japan","male",48,"married",4,3
"Japan","female",69,"married",8,8
"Japan","female",29,"married",6,7
"Japan","male",46,"single",7,3
"Japan","female",70,"married",7,7
"Japan","female",91,"widowed",5,5
"Japan","male",19,"single",7,8
"Japan","female",71,"widowed",2,2
"Japan","female",29,"single",10,7
"Japan","male",71,"married",9,2
"Japan","female",45,"married",6,7
"Japan","male",58,"married",6,8
"Japan","male",59,"married",8,8
"Japan","female",47,"divorced",5,5
"Japan","female",33,"married",7,4
"Japan","female",63,"married",4,7
"Japan","male",60,"married",6,6
"Japan","male",49,"married",3,3
"Japan","female",70,"divorced",5,5
"Japan","female",47,"married",8,9
"Japan","female",20,"single",4,8
"Japan","male",53,"single",4,4
"Japan","male",28,"married",8,6
"Japan","female",61,"married",8,7
"Japan","male",64,"married",6,8
"Japan","female",57,"married",8,6
"Japan","male",68,"married",2,6
"Japan","female",79,"married",8,9
"Japan","female",60,"married",7,7
"Japan","female",23,"single",4,9
"Japan","female",42,"married",6,8
"Japan","male",71,"married",7,7
"Japan","female",50,"married",3,5
"Japan","male",19,"single",10,10
"Japan","female",39,"married",8,8
"Japan","female",58,"single",5,5
"Japan","male",70,"married",1,1
"Japan","female",51,"married",6,7
"Japan","male",70,"married",8,8
"Japan","male",38,"married",6,5
"Japan","male",52,"married",7,7
"Japan","male",18,"single",7,7
"Japan","male",64,"single",5,4
"Japan","male",50,"married",7,8
"Japan","male",56,"married",6,6
"Japan","male",63,"married",4,7
"Japan","male",71,"married",5,6
"Japan","male",34,"married",10,10
"Japan","male",81,"married",6,5
"Japan","female",40,"married",4,5
"Japan","female",72,"married",5,5
"Japan","female",62,"married",6,8
"Japan","male",42,"married",6,7
"Japan","female",32,"single",3,4
"Japan","male",69,"married",8,7
"Japan","male",66,"married",6,4
"Japan","female",30,"single",8,8
"Japan","female",76,"married",6,5
"Japan","female",27,"single",10,5
"Japan","female",74,"married",8,9
"Japan","male",89,"married",8,8
"Japan","male",42,"single",7,1
"Japan","female",22,"single",5,6
"Japan","male",48,"married",5,7
"Japan","female",77,"married",6,8
"Japan","female",82,"married",6,5
"Japan","female",22,"single",7,7
"Japan","male",62,"married",5,3
"Japan","female",80,"widowed",4,7
"Japan","male",21,"single",5,8
"Japan","male",37,"married",7,5
"Japan","female",35,"married",7,9
"Japan","female",82,"married",8,8
"Japan","male",67,"married",8,10
"Japan","female",48,"married",7,8
"Japan","female",41,"married",5,7
"Japan","male",35,"married",7,9
"Japan","male",69,"living together as married",6,8
"Japan","female",42,"married",4,6
"Japan","female",76,"married",5,5
"Japan","female",34,"married",6,7
"Japan","female",67,"married",6,6
"Japan","female",36,"married",8,9
"Japan","male",70,"married",6,8
"Japan","female",55,"divorced",5,3
"Japan","male",45,"single",4,4
"Japan","female",46,"married",9,8
"Japan","female",61,"widowed",5,5
"Japan","female",62,"married",6,7
"Japan","female",21,"single",6,5
"Japan","female",48,"married",6,6
"Japan","female",72,"married",6,7
"Japan","male",38,"married",7,7
"Japan","female",36,"single",4,6
"Japan","female",81,"widowed",1,3
"Japan","male",53,"married",7,8
"Japan","male",42,"married",6,3
"Japan","female",55,"married",4,4
"Japan","male",28,"single",9,9
"Japan","female",64,"married",7,8
"Japan","female",22,"single",8,4
"Japan","female",34,"married",10,9
"Japan","female",83,"divorced",8,8
"Japan","male",67,"married",2,6
"Japan","female",45,"married",8,10
"Japan","female",61,"married",4,6
"Japan","female",43,"married",5,8
"Japan","male",77,"married",5,8
"Japan","male",85,"married",5,6
"Japan","male",36,"married",8,8
"Japan","male",61,"married",7,5
"Japan","female",49,"married",10,10
"Japan","female",80,"widowed",5,5
"Japan","male",27,"living together as married",1,1
"Japan","male",48,"married",8,3
"Japan","female",40,"single",3,5
"Japan","female",61,"widowed",8,10
"Japan","male",45,"divorced",8,8
"Japan","male",69,"divorced",7,8
"Japan","female",82,"married",10,10
"Japan","male",48,"married",4,3
"Japan","female",31,"single",5,7
"Japan","female",73,"widowed",5,8
"Japan","female",56,"widowed",7,9
"Japan","male",55,"married",5,8
"Japan","male",31,"single",5,5
"Japan","male",67,"married",4,6
"Japan","female",85,"married",2,7
"Japan","female",46,"married",5,9
"Japan","female",68,"married",7,7
"Japan","male",70,"married",8,8
"Japan","male",45,"married",6,6
"Japan","male",53,"married",4,4
"Japan","female",75,"widowed",7,7
"Japan","male",38,"married",7,4
"Japan","female",38,"married",2,3
"Japan","female",64,"married",5,7
"Japan","female",76,"married",7,7
"Japan","male",46,"married",7,4
"Japan","female",72,"married",6,7
"Japan","female",28,"single",5,4
"Japan","female",21,"single",8,8
"Japan","female",53,"married",8,9
"Japan","female",41,"married",7,8
"Japan","female",25,"single",8,6
"Japan","female",30,"divorced",8,8
"Japan","female",55,"married",5,5
"Japan","male",52,"married",6,5
"Japan","female",70,"married",7,7
"Japan","female",55,"married",4,8
"Japan","female",65,"married",8,9
"Japan","female",28,"single",8,8
"Japan","female",69,"divorced",7,6
"Japan","female",58,"married",5,6
"Japan","female",38,"divorced",5,9
"Japan","male",45,"married",7,7
"Japan","female",19,"single",8,9
"Japan","female",18,"single",7,10
"Japan","female",62,"married",5,7
"Japan","female",65,"married",8,9
"Japan","female",51,"married",3,4
"Japan","male",65,"married",5,8
"Japan","female",34,"single",5,7
"Japan","male",66,"married",7,6
"Japan","male",70,"married",6,7
"Japan","male",51,"widowed",8,6
"Japan","female",73,"widowed",7,6
"Japan","female",70,"married",7,6
"Japan","female",33,"married",5,5
"Japan","male",58,"married",10,7
"Japan","male",38,"married",7,8
"Japan","female",41,"married",8,8
"Japan","male",61,"married",8,8
"Japan","female",59,"married",8,8
"Japan","female",42,"married",5,2
"Japan","female",25,"single",10,10
"Japan","female",73,"widowed",7,8
"Japan","female",26,"married",7,7
"Japan","female",22,"single",6,6
"Japan","female",29,"married",6,6
"Japan","male",37,"married",6,6
"Japan","male",38,"married",4,3
"Japan","female",56,"married",4,2
"Japan","female",35,"married",6,8
"Japan","female",48,"married",6,4
"Japan","female",63,"married",10,8
"Japan","female",71,"divorced",9,8
"Japan","male",67,"single",4,4
"Japan","female",26,"single",6,10
"Japan","male",65,"married",8,9
"Japan","female",55,"married",7,5
"Japan","male",79,"married",5,3
"Japan","male",71,"married",5,5
"Japan","female",22,"single",7,7
"Japan","male",35,"single",5,5
"Japan","female",29,"single",3,5
"Japan","male",54,"married",5,8
"Japan","male",33,"married",4,5
"Japan","female",48,"divorced",3,5
"Japan","male",37,"married",7,7
"Japan","male",21,"single",5,5
"Japan","female",40,"married",2,8
"Japan","female",72,"married",2,2
"Japan","male",69,"married",7,7
"Japan","male",58,"married",7,8
"Japan","female",41,"single",8,7
"Japan","male",29,"married",8,7
"Japan","male",24,"married",3,6
"Japan","female",58,"married",6,8
"Japan","male",57,"single",3,3
"Japan","male",44,"married",7,4
"Japan","female",40,"divorced",9,8
"Japan","male",28,"married",7,7
"Japan","male",55,"married",4,4
"Japan","female",63,"married",5,7
"Japan","male",71,"married",6,7
"Japan","male",37,"married",5,7
"Japan","male",63,"married",5,5
